Data long,Data,Numero1,Numero2,Numero3,Numero4,Numero5,Numero6,NumeroJ,NumeroS
10 September 2013,41527,35,44,57,58,87,88,22,69
7 September 2013,41524,41,55,72,78,83,87,77,61
5 September 2013,41522,15,23,45,70,81,82,16,44
3 September 2013,41520,1,7,56,70,88,90,83,87
31 August 2013,41517,11,20,50,62,70,85,59,1
29 August 2013,41515,19,54,55,71,80,84,81,73
27 August 2013,41513,6,44,63,64,72,82,12,90
24 August 2013,41510,1,2,5,27,39,49,31,14
22 August 2013,41508,19,21,30,59,61,89,25,7
20 August 2013,41506,4,11,15,26,58,68,16,39
19 August 2013,41505,3,5,11,14,38,79,29,26
17 August 2013,41503,20,21,24,43,76,89,83,60
13 August 2013,41499,1,33,41,78,83,84,72,57
10 August 2013,41496,5,33,47,61,64,70,29,32
8 August 2013,41494,2,14,42,52,75,79,53,14
6 August 2013,41492,14,16,32,35,41,50,1,12
3 August 2013,41489,15,16,34,74,85,87,65,80
1 August 2013,41487,8,21,24,25,27,75,34,51
30 July 2013,41485,16,47,55,57,70,85,19,83
27 July 2013,41482,17,19,40,43,72,84,48,35
25 July 2013,41480,33,38,41,43,46,57,53,20
23 July 2013,41478,11,14,39,63,73,75,29,86
20 July 2013,41475,2,16,20,26,31,33,64,46
18 July 2013,41473,16,19,24,37,63,85,38,49
16 July 2013,41471,22,29,57,72,85,89,49,36
13 July 2013,41468,23,49,52,65,67,76,61,84
11 July 2013,41466,14,15,34,55,59,81,46,10
9 July 2013,41464,17,36,48,55,63,70,28,21
6 July 2013,41461,4,9,24,64,74,76,40,89
4 July 2013,41459,9,41,46,47,53,77,3,54
2 July 2013,41457,3,4,18,29,64,90,52,15
29 June 2013,41454,17,22,54,69,82,88,9,1
27 June 2013,41452,12,22,27,37,52,87,35,18
25 June 2013,41450,6,16,40,61,64,82,19,42
22 June 2013,41447,2,19,25,59,84,88,61,24
20 June 2013,41445,15,24,32,52,68,71,75,26
18 June 2013,41443,8,24,32,34,65,86,23,40
15 June 2013,41440,15,19,33,35,62,68,40,54
13 June 2013,41438,1,5,6,39,41,70,10,27
11 June 2013,41436,2,21,37,39,41,64,63,79
8 June 2013,41433,5,10,31,53,56,61,21,19
6 June 2013,41431,34,36,47,64,73,78,25,67
4 June 2013,41429,3,27,34,62,81,88,35,81
1 June 2013,41426,8,21,25,54,84,85,51,73
30 May 2013,41424,29,43,61,62,77,79,85,55
28 May 2013,41422,26,35,47,66,67,80,11,24
25 May 2013,41419,6,27,34,55,62,87,51,32
23 May 2013,41417,14,22,36,53,59,66,11,77
21 May 2013,41415,6,32,48,53,54,87,63,73
18 May 2013,41412,14,20,24,36,40,81,17,15
16 May 2013,41410,3,16,22,39,49,71,33,20
14 May 2013,41408,35,41,47,74,77,85,40,55
11 May 2013,41405,10,42,48,67,83,84,4,4
9 May 2013,41403,13,16,20,21,25,65,69,64
7 May 2013,41401,19,37,54,65,67,70,75,46
4 May 2013,41398,6,31,63,74,75,85,86,13
2 May 2013,41396,19,32,33,57,65,75,29,80
30 April 2013,41394,5,35,38,75,82,86,12,60
29 April 2013,41393,2,6,53,54,68,89,21,61
27 April 2013,41391,1,2,11,56,57,75,46,37
23 April 2013,41387,1,13,37,53,62,63,27,11
20 April 2013,41384,29,33,67,75,83,86,40,19
18 April 2013,41382,27,30,35,39,49,69,56,62
16 April 2013,41380,21,30,35,36,83,89,73,69
13 April 2013,41377,26,33,43,49,61,76,78,33
11 April 2013,41375,1,47,66,67,78,90,83,49
9 April 2013,41373,25,44,45,52,68,81,10,49
6 April 2013,41370,5,8,73,84,87,88,82,39
4 April 2013,41368,3,4,31,52,66,84,24,35
2 April 2013,41366,4,12,33,52,85,87,35,70
30 March 2013,41363,17,42,52,71,74,90,87,48
28 March 2013,41361,12,27,54,68,73,76,89,25
26 March 2013,41359,15,37,46,52,64,89,7,73
23 March 2013,41356,29,42,45,58,67,86,59,36
21 March 2013,41354,9,27,47,58,62,71,72,23
19 March 2013,41352,21,39,71,76,89,90,78,33
16 March 2013,41349,19,41,43,48,73,81,1,57
14 March 2013,41347,27,35,47,57,85,89,68,35
12 March 2013,41345,7,10,22,23,41,77,49,80
9 March 2013,41342,13,22,36,64,80,84,37,69
7 March 2013,41340,26,32,42,46,78,82,7,21
5 March 2013,41338,32,34,39,52,59,61,11,37
2 March 2013,41335,16,49,59,67,71,82,78,88
28 February 2013,41333,4,24,62,66,76,84,27,19
26 February 2013,41331,20,25,51,59,84,90,10,42
23 February 2013,41328,1,11,21,50,67,75,52,34
21 February 2013,41326,4,16,35,57,69,88,87,21
19 February 2013,41324,3,34,37,55,82,90,61,46
16 February 2013,41321,6,32,35,43,53,69,82,8
14 February 2013,41319,24,32,44,60,64,76,25,76
12 February 2013,41317,6,21,41,72,73,80,52,14
9 February 2013,41314,4,11,32,51,66,81,26,49
7 February 2013,41312,4,5,55,77,80,81,3,81
5 February 2013,41310,7,13,49,71,80,88,62,13
2 February 2013,41307,9,18,39,63,64,85,74,84
31 January 2013,41305,37,42,47,49,53,63,16,75
29 January 2013,41303,6,12,18,22,25,82,42,25
26 January 2013,41300,10,12,27,39,78,84,71,35
24 January 2013,41298,15,17,47,53,64,80,30,86
22 January 2013,41296,8,51,52,60,83,88,78,13
19 January 2013,41293,1,6,23,52,58,65,84,51
17 January 2013,41291,25,34,38,69,83,86,4,30
15 January 2013,41289,12,24,40,42,70,84,76,82
12 January 2013,41286,9,12,13,30,48,86,72,20
10 January 2013,41284,1,16,22,54,73,76,62,83
8 January 2013,41282,28,32,52,74,79,80,15,11
5 January 2013,41279,3,11,38,59,67,74,31,2
3 January 2013,41277,12,14,41,51,69,90,15,82
2 January 2013,41276,10,11,43,54,61,83,87,39
29 December 2012,41272,31,39,51,84,86,89,45,48
27 December 2012,41270,28,52,57,71,81,87,7,28
24 December 2012,41267,6,22,31,37,38,51,35,50
22 December 2012,41265,24,50,53,59,80,85,32,3
20 December 2012,41263,6,19,26,27,52,65,32,48
18 December 2012,41261,22,56,60,62,79,87,61,2
15 December 2012,41258,15,26,35,39,53,59,11,66
13 December 2012,41256,9,25,48,61,73,82,16,84
11 December 2012,41254,6,8,10,11,16,61,26,87
10 December 2012,41253,11,28,38,49,66,77,2,79
6 December 2012,41249,15,18,47,70,74,89,62,88
4 December 2012,41247,19,33,35,42,49,83,9,24
1 December 2012,41244,6,20,25,45,56,60,48,66
29 November 2012,41242,1,13,17,29,54,63,60,28
27 November 2012,41240,5,13,56,65,78,82,74,58
24 November 2012,41237,12,26,34,42,48,63,33,42
22 November 2012,41235,20,25,51,59,77,88,37,13
20 November 2012,41233,9,11,29,41,67,70,69,1
17 November 2012,41230,8,10,39,60,77,84,23,90
15 November 2012,41228,12,24,53,66,74,83,86,69
13 November 2012,41226,3,20,57,62,79,84,61,72
10 November 2012,41223,1,34,46,51,60,75,23,18
8 November 2012,41221,9,31,39,44,72,81,67,16
6 November 2012,41219,18,20,22,76,82,84,89,57
5 November 2012,41218,7,14,15,17,57,66,8,38
3 November 2012,41216,1,4,8,47,74,87,26,69
30 October 2012,41212,10,32,46,61,70,75,73,13
27 October 2012,41209,15,33,34,43,49,75,9,13
25 October 2012,41207,15,23,51,52,77,90,19,19
23 October 2012,41205,45,50,65,67,78,79,43,77
20 October 2012,41202,2,5,28,36,69,81,29,61
18 October 2012,41200,7,41,56,61,68,84,89,6
16 October 2012,41198,1,20,24,27,46,60,18,1
13 October 2012,41195,14,17,38,58,60,81,79,57
11 October 2012,41193,16,34,50,58,80,90,33,71
9 October 2012,41191,6,9,37,67,83,88,26,19
6 October 2012,41188,13,40,41,56,82,87,74,47
4 October 2012,41186,21,25,47,62,79,87,37,51
2 October 2012,41184,36,52,69,71,78,84,1,16
29 September 2012,41181,6,7,33,53,64,90,38,17
27 September 2012,41179,3,8,10,31,77,79,61,58
25 September 2012,41177,21,23,33,46,61,76,10,32
22 September 2012,41174,1,28,29,68,84,85,27,81
20 September 2012,41172,10,17,50,65,75,86,57,8
18 September 2012,41170,3,10,18,25,50,68,66,45
15 September 2012,41167,21,23,32,35,36,72,4,68
13 September 2012,41165,12,26,27,46,65,77,15,50
11 September 2012,41163,8,33,42,44,48,89,43,9
8 September 2012,41160,5,13,31,42,43,73,60,21
6 September 2012,41158,16,29,39,49,59,64,18,41
4 September 2012,41156,34,42,58,60,82,83,72,28
1 September 2012,41153,6,20,31,33,63,74,75,57
30 August 2012,41151,17,20,22,40,52,62,14,43
28 August 2012,41149,15,27,30,34,75,80,70,71
25 August 2012,41146,7,38,66,67,71,88,43,40
23 August 2012,41144,5,27,36,40,46,64,4,52
21 August 2012,41142,35,42,62,67,76,78,49,85
18 August 2012,41139,3,5,11,34,43,49,2,24
16 August 2012,41137,38,39,46,74,85,89,82,21
14 August 2012,41135,19,22,23,28,41,74,61,84
11 August 2012,41132,4,11,13,42,54,75,82,50
9 August 2012,41130,19,30,32,39,47,71,35,42
7 August 2012,41128,24,50,57,62,72,77,38,75
4 August 2012,41125,12,35,47,56,74,87,67,13
2 August 2012,41123,2,8,55,66,73,83,32,83
31 July 2012,41121,29,82,83,84,87,89,13,49
28 July 2012,41118,9,17,67,68,80,81,1,87
26 July 2012,41116,11,18,30,59,76,77,5,54
24 July 2012,41114,2,45,55,77,84,88,65,7
21 July 2012,41111,22,24,49,58,72,85,25,52
19 July 2012,41109,5,36,51,55,69,79,48,86
17 July 2012,41107,8,28,35,53,57,61,36,14
14 July 2012,41104,27,38,70,75,78,82,69,28
12 July 2012,41102,40,42,54,66,77,86,39,47
10 July 2012,41100,19,32,33,66,75,78,21,36
7 July 2012,41097,15,25,26,53,74,76,28,25
5 July 2012,41095,15,59,64,65,76,79,17,26
3 July 2012,41093,2,12,17,60,63,78,61,56
30 June 2012,41090,17,20,21,39,44,89,75,83
28 June 2012,41088,6,20,25,42,57,80,49,63
26 June 2012,41086,13,30,46,48,70,88,10,9
23 June 2012,41083,2,6,26,42,55,86,3,15
21 June 2012,41081,9,24,39,48,69,75,36,80
19 June 2012,41079,52,62,65,77,87,90,13,31
16 June 2012,41076,1,9,37,69,71,83,48,40
14 June 2012,41074,3,13,39,40,49,75,24,26
12 June 2012,41072,20,30,47,69,77,83,86,17
9 June 2012,41069,31,34,52,54,78,82,74,81
7 June 2012,41067,32,58,63,70,75,81,4,59
5 June 2012,41065,15,29,38,44,67,74,63,2
4 June 2012,41064,8,16,20,23,47,56,50,79
31 May 2012,41060,12,25,66,72,75,89,6,57
29 May 2012,41058,38,39,42,49,55,81,2,10
26 May 2012,41055,3,33,51,55,73,84,47,88
24 May 2012,41053,10,29,32,43,56,90,71,84
22 May 2012,41051,1,6,31,45,58,85,55,81
19 May 2012,41048,1,23,27,33,37,85,56,16
17 May 2012,41046,14,38,41,58,65,75,86,70
15 May 2012,41044,5,38,56,76,77,89,71,64
12 May 2012,41041,10,45,58,66,83,85,51,20
10 May 2012,41039,6,16,30,53,60,71,86,11
8 May 2012,41037,13,19,35,38,52,64,57,66
5 May 2012,41034,13,14,19,57,77,79,65,52
3 May 2012,41032,8,16,25,28,57,68,55,10
2 May 2012,41031,9,22,61,67,84,85,6,36
28 April 2012,41027,6,11,34,51,59,82,75,6
26 April 2012,41025,19,61,62,65,85,89,67,39
24 April 2012,41023,24,28,54,68,78,81,74,26
21 April 2012,41020,9,11,33,69,73,82,44,48
19 April 2012,41018,12,26,27,47,63,77,3,45
17 April 2012,41016,6,28,39,46,60,78,57,56
14 April 2012,41013,5,22,24,36,85,86,29,2
12 April 2012,41011,15,25,34,54,70,88,33,45
10 April 2012,41009,9,22,41,49,52,53,77,36
7 April 2012,41006,37,46,54,55,65,87,1,59
5 April 2012,41004,10,37,44,56,60,89,7,25
3 April 2012,41002,11,34,55,63,87,89,6,83
31 March 2012,40999,11,23,38,47,57,83,61,38
29 March 2012,40997,11,45,50,54,57,62,18,62
27 March 2012,40995,9,26,27,40,51,69,11,8
24 March 2012,40992,39,45,49,66,75,80,77,74
22 March 2012,40990,6,21,37,55,84,88,89,53
20 March 2012,40988,21,39,44,49,65,87,54,57
17 March 2012,40985,12,23,54,68,84,89,86,76
15 March 2012,40983,1,13,14,34,67,83,61,17
13 March 2012,40981,15,17,53,67,75,81,37,18
10 March 2012,40978,1,8,40,54,69,81,61,53
8 March 2012,40976,23,37,47,79,80,83,53,46
6 March 2012,40974,31,42,49,51,68,79,70,69
3 March 2012,40971,16,19,31,46,69,74,62,82
1 March 2012,40969,6,14,19,26,51,53,83,31
28 February 2012,40967,25,34,43,57,67,77,3,73
25 February 2012,40964,14,30,64,75,79,89,31,11
23 February 2012,40962,20,28,56,62,63,76,35,31
21 February 2012,40960,28,29,30,39,75,87,65,16
18 February 2012,40957,8,21,39,56,74,81,19,30
16 February 2012,40955,5,21,23,41,74,84,81,48
14 February 2012,40953,12,25,41,79,86,88,37,66
11 February 2012,40950,23,30,46,64,70,86,31,26
9 February 2012,40948,43,51,54,71,73,85,25,56
7 February 2012,40946,27,30,69,75,81,83,68,36
4 February 2012,40943,1,17,30,43,67,82,2,40
2 February 2012,40941,25,37,43,50,58,60,89,6
31 January 2012,40939,16,23,28,33,43,86,30,51
28 January 2012,40936,2,17,25,50,52,84,28,35
26 January 2012,40934,13,16,22,30,52,87,42,37
24 January 2012,40932,27,32,55,68,72,75,84,61
21 January 2012,40929,12,19,33,38,62,80,84,12
19 January 2012,40927,24,41,44,56,73,90,60,66
17 January 2012,40925,9,27,32,51,53,71,62,82
14 January 2012,40922,4,12,15,37,53,83,41,65
12 January 2012,40920,20,49,53,63,73,84,88,49
10 January 2012,40918,14,22,27,28,34,66,69,23
7 January 2012,40915,7,15,60,72,77,90,13,48
5 January 2012,40913,10,11,12,24,56,71,38,28
3 January 2012,40911,35,47,54,68,71,78,33,79
31 December 2011,40908,2,3,9,30,33,56,11,32
29 December 2011,40906,15,20,42,43,47,83,26,80
27 December 2011,40904,6,9,21,24,30,47,87,74
24 December 2011,40901,16,41,46,53,86,87,24,89
22 December 2011,40899,36,37,44,62,75,90,61,40
20 December 2011,40897,21,28,56,63,68,88,86,50
17 December 2011,40894,2,28,37,56,77,79,85,12
15 December 2011,40892,7,37,40,53,55,62,58,23
13 December 2011,40890,10,26,31,36,72,85,61,3
10 December 2011,40887,28,31,48,56,72,78,65,34
9 December 2011,40886,1,49,51,60,83,84,72,56
6 December 2011,40883,1,4,10,24,55,90,60,2
3 December 2011,40880,7,13,16,42,67,68,83,11
1 December 2011,40878,4,10,29,41,54,74,14,25
29 November 2011,40876,13,24,29,37,55,67,47,62
26 November 2011,40873,26,29,35,81,82,87,56,37
24 November 2011,40871,3,33,62,69,75,79,2,73
22 November 2011,40869,11,16,17,25,61,72,18,48
19 November 2011,40866,13,24,52,53,88,90,1,79
17 November 2011,40864,12,25,30,33,38,84,47,39
15 November 2011,40862,18,21,36,38,45,62,85,83
12 November 2011,40859,25,32,46,58,74,79,73,40
10 November 2011,40857,8,13,24,39,57,77,21,56
8 November 2011,40855,23,52,71,74,78,86,54,4
5 November 2011,40852,23,44,46,59,74,80,67,40
3 November 2011,40850,52,55,65,75,79,81,88,29
2 November 2011,40849,5,14,41,48,59,90,6,31
29 October 2011,40845,8,16,23,24,71,77,40,60
27 October 2011,40843,2,41,63,64,67,73,76,70
25 October 2011,40841,13,21,24,39,44,60,66,73
22 October 2011,40838,9,15,22,56,61,86,24,8
20 October 2011,40836,7,11,21,34,69,88,76,72
18 October 2011,40834,1,19,29,60,76,77,2,67
15 October 2011,40831,33,40,44,54,64,85,12,41
13 October 2011,40829,9,19,27,53,78,81,39,88
11 October 2011,40827,23,36,41,43,83,90,17,89
8 October 2011,40824,1,26,45,58,66,88,34,2
6 October 2011,40822,5,8,11,47,56,63,87,12
4 October 2011,40820,1,8,41,68,69,73,50,27
1 October 2011,40817,3,5,13,54,58,85,90,24
29 September 2011,40815,11,26,41,45,75,77,46,60
27 September 2011,40813,18,28,35,52,57,75,83,68
24 September 2011,40810,4,23,56,71,76,78,73,1
22 September 2011,40808,4,6,27,37,45,58,84,1
20 September 2011,40806,7,23,39,48,69,75,83,68
17 September 2011,40803,13,45,70,72,81,84,71,50
15 September 2011,40801,6,19,30,45,52,89,7,80
13 September 2011,40799,61,64,74,75,80,87,38,28
10 September 2011,40796,2,8,9,29,53,75,83,63
8 September 2011,40794,20,45,61,67,80,88,16,15
6 September 2011,40792,14,15,21,41,60,63,37,8
3 September 2011,40789,3,5,9,41,58,62,82,11
1 September 2011,40787,8,12,26,44,48,50,68,46
30 August 2011,40785,12,23,32,35,52,55,75,51
27 August 2011,40782,9,43,50,51,57,83,27,50
25 August 2011,40780,18,38,39,45,57,90,69,13
23 August 2011,40778,2,34,42,43,58,76,52,47
20 August 2011,40775,18,26,29,78,79,80,49,56
18 August 2011,40773,18,23,34,37,67,68,87,44
16 August 2011,40771,2,6,27,29,38,55,26,58
13 August 2011,40768,14,31,37,49,74,78,76,2
11 August 2011,40766,8,17,51,60,63,79,22,49
9 August 2011,40764,30,41,55,68,76,82,70,58
6 August 2011,40761,18,21,58,65,89,90,62,67
4 August 2011,40759,3,10,18,42,67,90,80,1
2 August 2011,40757,1,5,32,49,69,72,89,28
30 July 2011,40754,9,33,36,54,60,86,28,65
28 July 2011,40752,21,23,25,65,67,78,40,63
26 July 2011,40750,6,38,50,63,65,74,11,76
23 July 2011,40747,36,42,63,77,81,86,78,65
21 July 2011,40745,9,13,31,35,45,79,62,88
19 July 2011,40743,35,43,56,58,71,90,40,34
16 July 2011,40740,17,20,38,51,53,74,5,79
14 July 2011,40738,21,35,51,68,81,90,13,6
12 July 2011,40736,7,27,28,45,57,75,24,18
9 July 2011,40733,11,22,42,49,58,89,78,22
7 July 2011,40731,1,2,34,54,79,88,45,53
5 July 2011,40729,2,6,7,51,57,71,10,49
2 July 2011,40726,6,9,11,19,45,51,69,20
30 June 2011,40724,7,20,35,37,57,70,42,31
28 June 2011,40722,5,6,29,43,66,74,47,48
25 June 2011,40719,11,17,35,42,71,76,82,30
23 June 2011,40717,11,27,47,50,58,82,22,8
21 June 2011,40715,2,41,62,75,79,87,3,61
18 June 2011,40712,19,22,25,67,74,89,1,18
16 June 2011,40710,18,48,57,59,84,87,6,43
14 June 2011,40708,40,44,49,57,58,87,1,28
11 June 2011,40705,11,29,39,41,43,55,83,22
9 June 2011,40703,10,17,21,35,36,76,83,73
7 June 2011,40701,5,20,44,51,54,90,63,43
4 June 2011,40698,21,44,46,49,58,67,88,59
3 June 2011,40697,14,16,24,30,34,72,17,86
31 May 2011,40694,1,10,62,69,78,85,30,27
28 May 2011,40691,15,16,79,80,84,88,83,38
26 May 2011,40689,20,24,31,38,54,72,27,52
24 May 2011,40687,65,72,74,79,87,90,30,23
21 May 2011,40684,8,12,18,31,32,85,73,69
19 May 2011,40682,5,24,32,78,80,83,40,16
17 May 2011,40680,28,41,55,69,79,82,35,61
14 May 2011,40677,2,21,22,56,70,81,44,51
12 May 2011,40675,1,3,6,21,85,90,58,46
10 May 2011,40673,12,35,75,76,82,84,17,18
7 May 2011,40670,3,4,22,43,65,67,10,33
5 May 2011,40668,21,31,33,40,50,52,62,89
3 May 2011,40666,30,40,51,52,54,74,72,12
30 April 2011,40663,15,29,36,48,74,83,45,60
28 April 2011,40661,38,42,45,69,86,90,63,47
26 April 2011,40659,14,32,56,72,78,79,27,55
23 April 2011,40656,6,34,35,54,62,84,45,26
21 April 2011,40654,8,14,23,25,45,69,78,78
19 April 2011,40652,9,12,21,34,64,67,1,70
16 April 2011,40649,9,17,29,37,49,68,70,53
14 April 2011,40647,24,26,43,71,79,80,7,23
12 April 2011,40645,29,37,50,62,70,86,27,62
9 April 2011,40642,12,13,17,38,74,87,18,21
7 April 2011,40640,21,22,46,56,63,66,34,85
5 April 2011,40638,5,30,31,55,57,70,84,62
2 April 2011,40635,8,14,20,36,45,85,26,70
31 March 2011,40633,3,25,43,55,72,80,85,88
29 March 2011,40631,2,11,37,45,48,66,22,15
26 March 2011,40628,37,38,56,62,70,83,88,15
24 March 2011,40626,7,13,19,65,86,88,46,68
22 March 2011,40624,2,32,49,52,54,80,90,60
19 March 2011,40621,10,21,43,47,58,85,2,49
18 March 2011,40620,6,16,35,52,53,69,49,66
15 March 2011,40617,6,25,62,80,85,86,57,44
12 March 2011,40614,22,26,42,44,58,83,59,24
10 March 2011,40612,7,14,21,47,58,71,43,61
8 March 2011,40610,22,28,32,57,58,85,50,8
5 March 2011,40607,3,12,38,50,54,55,19,74
3 March 2011,40605,12,41,64,75,82,84,34,29
1 March 2011,40603,9,32,42,55,71,90,86,31
26 February 2011,40600,16,18,20,26,32,35,8,11
24 February 2011,40598,2,25,50,63,76,85,77,74
22 February 2011,40596,2,3,38,42,56,74,23,88
19 February 2011,40593,27,44,48,57,77,83,47,78
17 February 2011,40591,10,17,18,25,45,84,21,73
15 February 2011,40589,25,40,63,78,82,85,88,80
12 February 2011,40586,1,3,19,23,61,78,36,16
10 February 2011,40584,1,47,54,81,84,89,22,57
8 February 2011,40582,10,11,20,41,55,83,1,67
5 February 2011,40579,25,32,43,52,65,78,88,39
3 February 2011,40577,20,25,37,45,49,63,73,37
1 February 2011,40575,22,30,43,62,70,71,50,88
29 January 2011,40572,11,35,58,64,68,72,26,31
27 January 2011,40570,1,11,27,45,49,61,80,49
25 January 2011,40568,3,12,13,15,43,46,11,37
22 January 2011,40565,6,8,15,52,67,86,42,45
20 January 2011,40563,4,23,35,54,72,88,74,43
18 January 2011,40561,10,50,55,61,87,90,26,42
15 January 2011,40558,5,8,37,77,79,90,9,63
13 January 2011,40556,15,17,34,59,83,86,23,49
11 January 2011,40554,12,13,31,69,71,77,49,18
8 January 2011,40551,26,68,73,75,76,86,71,83
7 January 2011,40550,14,25,44,54,78,89,66,49
4 January 2011,40547,1,12,21,31,39,49,25,51
3 January 2011,40546,4,7,12,20,74,89,76,9
30 December 2010,40542,5,29,35,39,41,45,46,44
28 December 2010,40540,1,4,21,56,69,75,59,10
27 December 2010,40539,4,39,62,67,69,78,65,5
23 December 2010,40535,5,12,16,44,71,75,21,28
21 December 2010,40533,8,9,19,48,51,81,26,50
18 December 2010,40530,30,38,52,63,74,89,10,36
16 December 2010,40528,9,15,27,54,76,86,56,8
14 December 2010,40526,3,17,48,76,77,90,83,3
11 December 2010,40523,3,17,35,52,69,83,68,5
9 December 2010,40521,12,32,54,60,89,90,71,25
7 December 2010,40519,27,31,45,61,74,79,70,22
4 December 2010,40516,16,20,36,39,42,51,80,61
2 December 2010,40514,10,35,39,57,61,75,12,11
30 November 2010,40512,19,20,32,64,87,89,69,37
27 November 2010,40509,21,38,41,43,52,77,5,41
25 November 2010,40507,5,14,48,52,57,90,61,50
23 November 2010,40505,46,54,65,70,82,85,23,37
20 November 2010,40502,5,7,46,65,73,82,1,20
18 November 2010,40500,23,32,33,47,63,81,77,67
16 November 2010,40498,26,38,40,66,76,81,33,50
13 November 2010,40495,2,34,45,47,54,74,48,20
11 November 2010,40493,28,49,50,54,66,68,77,63
9 November 2010,40491,23,37,41,51,62,74,33,43
6 November 2010,40488,13,35,41,44,59,79,74,84
4 November 2010,40486,1,10,47,50,52,74,23,18
2 November 2010,40484,31,39,53,56,68,90,66,18
30 October 2010,40481,4,26,40,54,55,67,41,78
28 October 2010,40479,16,29,32,53,61,72,88,23
26 October 2010,40477,30,32,49,53,72,84,86,44
23 October 2010,40474,12,26,46,69,72,87,18,71
21 October 2010,40472,3,13,33,42,56,85,68,71
19 October 2010,40470,31,49,54,57,80,88,22,25
16 October 2010,40467,16,31,41,61,65,77,25,34
14 October 2010,40465,9,15,19,38,48,77,75,53
12 October 2010,40463,18,23,31,38,47,51,35,88
9 October 2010,40460,24,30,42,54,84,85,75,9
7 October 2010,40458,19,22,49,65,70,87,60,61
5 October 2010,40456,17,38,42,50,68,86,62,1
2 October 2010,40453,9,16,31,43,49,83,61,10
30 September 2010,40451,6,24,55,67,70,75,19,74
28 September 2010,40449,18,20,46,54,57,65,58,20
25 September 2010,40446,13,16,45,58,63,72,74,69
23 September 2010,40444,25,32,64,74,85,90,6,29
21 September 2010,40442,46,49,61,69,74,82,66,41
18 September 2010,40439,4,23,24,35,77,79,17,11
16 September 2010,40437,5,49,71,83,85,88,74,28
14 September 2010,40435,6,29,54,62,72,80,5,29
11 September 2010,40432,10,16,36,70,71,73,66,85
9 September 2010,40430,8,26,32,44,82,86,37,4
7 September 2010,40428,3,7,48,67,87,90,31,60
4 September 2010,40425,13,54,56,67,82,90,25,29
2 September 2010,40423,18,30,40,64,88,89,69,79
31 August 2010,40421,10,21,35,40,63,79,80,76
28 August 2010,40418,6,11,13,48,72,77,85,78
26 August 2010,40416,13,28,36,45,59,65,41,9
24 August 2010,40414,50,53,66,69,70,90,51,36
21 August 2010,40411,14,59,64,75,80,83,42,15
19 August 2010,40409,9,17,37,51,70,78,56,88
17 August 2010,40407,4,19,52,67,82,90,45,7
14 August 2010,40404,6,10,69,78,83,86,26,52
12 August 2010,40402,2,40,47,54,66,83,25,20
10 August 2010,40400,1,10,17,31,58,80,40,63
7 August 2010,40397,1,7,19,65,67,74,87,78
5 August 2010,40395,11,17,47,57,79,86,70,82
3 August 2010,40393,8,38,48,66,70,86,75,58
31 July 2010,40390,14,15,16,27,56,57,21,76
29 July 2010,40388,6,7,11,19,34,49,73,21
27 July 2010,40386,37,47,69,75,86,88,6,65
24 July 2010,40383,37,47,51,54,78,82,26,70
22 July 2010,40381,30,37,41,45,47,57,82,24
20 July 2010,40379,19,33,45,50,54,86,63,89
17 July 2010,40376,1,9,32,56,71,79,10,39
15 July 2010,40374,4,5,11,15,20,46,82,75
13 July 2010,40372,9,20,33,48,55,84,10,74
10 July 2010,40369,10,25,34,79,85,86,15,87
8 July 2010,40367,23,25,43,50,51,61,30,77
6 July 2010,40365,9,34,57,72,84,88,43,72
3 July 2010,40362,14,18,48,52,64,75,26,76
1 July 2010,40360,1,14,38,77,80,89,57,39
29 June 2010,40358,1,13,18,41,68,84,64,22
26 June 2010,40355,9,28,33,38,50,55,47,49
24 June 2010,40353,12,18,49,51,66,69,50,77
22 June 2010,40351,9,19,54,73,83,90,47,42
19 June 2010,40348,3,8,10,22,32,50,58,63
17 June 2010,40346,20,46,50,52,69,86,64,20
15 June 2010,40344,48,54,64,75,79,87,27,35
12 June 2010,40341,16,27,43,46,62,85,52,62
10 June 2010,40339,16,19,48,51,65,85,40,58
8 June 2010,40337,24,33,54,69,79,86,52,41
5 June 2010,40334,1,6,13,24,46,89,8,86
3 June 2010,40332,30,38,46,47,62,67,68,63
1 June 2010,40330,3,15,46,67,75,78,5,51
29 May 2010,40327,22,68,75,83,85,89,10,72
27 May 2010,40325,9,39,49,64,65,72,52,7
25 May 2010,40323,6,34,43,60,71,73,81,71
22 May 2010,40320,31,32,57,59,78,79,10,73
20 May 2010,40318,19,38,48,54,71,84,28,31
18 May 2010,40316,50,55,57,62,78,83,23,29
15 May 2010,40313,22,32,34,70,78,90,61,73
13 May 2010,40311,19,29,37,46,64,75,70,4
11 May 2010,40309,13,28,39,45,68,81,8,40
8 May 2010,40306,18,26,45,67,70,90,32,55
6 May 2010,40304,2,4,25,34,61,66,47,87
4 May 2010,40302,5,15,23,39,43,49,29,87
3 May 2010,40301,19,33,45,55,82,84,86,2
29 April 2010,40297,31,38,49,54,62,76,60,87
27 April 2010,40295,4,26,28,59,61,68,60,42
24 April 2010,40292,6,7,45,46,67,85,31,21
22 April 2010,40290,6,25,29,44,68,74,76,88
20 April 2010,40288,4,14,40,41,54,79,50,55
17 April 2010,40285,30,54,66,67,76,90,14,5
15 April 2010,40283,34,37,38,39,59,90,42,86
13 April 2010,40281,33,42,46,55,69,90,83,45
10 April 2010,40278,6,31,58,64,74,82,33,36
